,text,Subjectivity,Polarity,Analysis
8096,today cdc director robert redfield told senate panel that expects covidvaccine nov dec but what… httpstcoo3fdyrlb1z,0.0,0.0,Neutral
8097,skyriakideseu covid survival rate covidvaccine 1there isn’t any vaccine that finished the treatment ph… httpstcodytjfnipwk,0.0,0.0,Neutral
8098,former military colleague posted this facebook and it’s hilarious covid19 covidtesting covidvaccine httpstcoqqp1ipur8j,0.13333333333333333,0.13333333333333333,Positive
8099,until safe amp effective covidvaccine can provide immunity masks increased sanitization amp social distancing pra… httpstcobzklxnjput,0.3777777777777778,0.3777777777777778,Positive
8100,cnn the vaccine uses messenger rna mrna which are cells used build proteins needsmorecontext… httpstcozvherhtozg,0.0,0.0,Neutral
8101,get out your bingo cards and find the spot that reads rump takes victory lap for unproven mostly unavailable… httpstcoqnwfqooaoi,0.5,0.5,Positive
8102,biden raises suspicion about trump approved vaccine biden making political horrible democrats won’t tak… httpstcotjxz6kebgu,-0.5,-0.5,Negative
8103,let get this straight thomtillis accuses his democratoc opponent being reckless for saying wouldnt ta… httpstcotrcssbujtc,0.2,0.2,Positive
8104,judy mikovits says million will die from covid vaccine sherry tenpenny agrees videos… httpstco9weoqkrp8i,0.0,0.0,Neutral
8105,uae approves covid19 vaccine for frontline workers httpstcobzjszoivmb the phase iii clinical trials findin… httpstcoyobfxorbif,0.0,0.0,Neutral
8106,msnbc only take advice from doctors when comes medical conditions pay attention their updated httpstco2habfpdes8,0.0,0.0,Neutral
8107,bmoschetti cagovernor gavinnewsom laugh wasnt sad that most people dont see behind the curtain th… httpstcoucglcv66cd,-0.02500000000000001,-0.02500000000000001,Negative
8108,reddys laboratories and russian direct investment fund rdif have agreed cooperate clinical trials and httpstcotgfyjynk3s,0.05,0.05,Positive
8109,covid19 vaccine update russia has assured that will sell million doses covid19 vaccine ‘sputnik to… httpstcouixtjdd8y6,0.0,0.0,Neutral
8110,donald trump says covid19 vaccine may ready weeks httpstcofjgecm58mq donaldtrump usa… httpstcohqshdr7nzv,0.2,0.2,Positive
8111,adds brussels johannesburg pharma hubs part its global vaccine distribution network asia cargo news… httpstcok5e8dtysu5,0.0,0.0,Neutral
8112,bro schools town are planning opening back what’s the point the covid cases are going agai… httpstcoxg7gx7baje,0.0,0.0,Neutral
8113,three more individuals recovered from covid19 bringing the total recoveries the country the epidemiolo… httpstcococcqeybcr,0.25,0.25,Positive
8114,oppose these goals use cash wherever possible protest online protest with maskson dont take any vac… httpstcoakoh3yvque,0.0,0.0,Neutral
8115,the world looking hyderabad for covidvaccine covid19india httpstcovdvtmeio2m,0.0,0.0,Neutral
8116,sign the nhs covid19 vaccine research registry did bepartofresearch covidvaccine httpstcohlvdjyqyag,0.0,0.0,Neutral
8117,ethealthworld fujifilm signs manufacturing contract with firm vlp for covid19 vaccine covidvaccine usa… httpstco90ltglhpk3,-0.2,-0.2,Negative
8118,covid vaccine tracker when will coronavirus vaccine ready astrazeneca pfizer novavax modernatx sanofi… httpstcoyp8kc4tu7f,0.2,0.2,Positive
8119,least lakh sharks slaughtered create covid19 vaccine sharks covidvaccine httpstcoqgja0vgfne,-0.3,-0.3,Negative
8120,omg this posses serious danger getting endangered covidvaccine httpstcoso5uolvvxo,-0.3333333333333333,-0.3333333333333333,Negative
8121,covid19 vaccine made from lakh sharks decision kill endangered species causes social media outrage pe… httpstco7jlpvbxkhq,0.03333333333333333,0.03333333333333333,Positive
8122,ive read articles first states that they need slaughter millions sharks make vaccine for… httpstcomvbwmytlo8,0.25,0.25,Positive
8123,moderna vaccine wont ready before election big setback president trump moderna modernavaccine… httpstcobokw8uaa1y,0.1,0.1,Positive
8124,this how cats are gonna save the world cats covidvaccine httpstcoydy2q0hfcw,0.0,0.0,Neutral
8125,all things aside think will the disappointment being lied tolet down against the false hope httpstcowmdthnkqhc,-0.38518518518518524,-0.38518518518518524,Negative
8126,some more good news covidvaccine timesofindia httpstco1cgo0nbrhj,0.6,0.6,Positive
8127,global alliance aims ensure continents access covid19 vaccine deutschewelle httpstcocbnjuaujil… httpstcoeqczugghyc,0.0,0.0,Neutral
8128,chimp pharma cracked covidvaccine httpstcoxeyosu0g2p,0.0,0.0,Neutral
8129,moderna says its covidvaccine wont ready before the election httpstco1pbuoawpsw coronavaccine… httpstcouyeunsw7yw,0.2,0.2,Positive
8130,the cost covidvaccine httpstcoeaqbtpbldu,0.0,0.0,Neutral
8131,half million sharks could killed make global covid vaccine number potential coronavirus vaccines ar… httpstco1w3dicbk5z,-0.09166666666666667,-0.09166666666666667,Negative
8132,global alliance aims ensure continents access covid19 vaccine deutschewelle httpstcofd81g9yjsr… httpstcoa8thfevgwz,0.0,0.0,Neutral
8133,dont want covid19vaccine this the price covid19 isnt that really deadly disease stop finding excuses… httpstcoinyprymug0,-0.2,-0.2,Negative
8134,total number coronavirus cases stands the island covid19 positivecases recovered pandemic… httpstcot39fkp0na3,0.0,0.0,Neutral
8135,its all right here you see the playbook which you are all being played could any more ridiculous… httpstco6n59d6pi8q,0.39285714285714285,0.39285714285714285,Positive
8136,faa chief personally flies and likes the rehabbed max aircraft but not hurrying recertify maybe httpstco6zkei1jbq5,0.0,0.0,Neutral
8137,coronavirusupdates worldbank announces 12bn plan for poor countries buy covidvaccine kerala reports si… httpstcojqlwwhp91u,-0.4,-0.4,Negative
8138,ethealthworld assessment for storage capacity for covid19 vaccine begins rajasthan covidvaccine vaccine… httpstcos4eej7fbeq,0.0,0.0,Neutral
8139,cgtnofficial and assume that the trump2020 announcement hours before voting booths open about the us… httpstcovjp6tclq7l,0.0,0.0,Neutral
8140,moderna covid19 vaccine shows good immune response older adults study covid19 vaccine covidvaccine… httpstcojl2gtvdfmi,0.4333333333333333,0.4333333333333333,Positive
8141,cant wait get covid19 vaccine nov before the election said right trumplied200kdied resist covidvaccine,0.2857142857142857,0.2857142857142857,Positive
8142,repurposing capacity for covid19 vaccine say indian pharma firms sohinidastweets reports coronavirusvaccine… httpstcoxkab4keguv,0.0,0.0,Neutral
8143,soon covidvaccine covid19 httpstcoa9baoepl92,0.0,0.0,Neutral
8144,httpstcorymqkimnqw covidvaccine oxfordvaccinecovishield mohfwindia,0.0,0.0,Neutral
8145,residents staff all longterm care facilities should first line for coronavirus vaccine ahca mcknight… httpstco0vvnzbilyx,0.25,0.25,Positive
8146,hmm virtually cases the flu sooo theres absolutely zero reasons get flu shot and definitely not httpstcorauvevtw47,0.1,0.1,Positive
8147,why coronavirus vaccine may provide better immunity than infection via independent covid19 coronavirus… httpstcopyzgrvq1qp,0.25,0.25,Positive
8148,wonder the msm amp rulers always use the number cases report daily basis its all about greed power httpstcoanrmmrbzyv,0.0,0.0,Neutral
8149,“if the vaccine proven safe and effective approval unlikely until late march early april” covid19… httpstcoocfys4wejn,0.08000000000000003,0.08000000000000003,Positive
8150,covid vaccine frontrunner moderna says vaccine wont approved until spring ⁦forbes⁩ covid19… httpstcoouavbq6owd,0.0,0.0,Neutral
8151,anyone work for flynn roofing canada heard today they are gearing for covid vaccines for the employees httpstcoscgf15c4lu,0.0,0.0,Neutral
8152,love katieporteroc celgene coronavirus coronavirus19 covid19 covid19 vaccine covidvaccine… httpstcodbtcrjvb0s,0.5,0.5,Positive
8153,gold covidvaccine httpstcoabwb3efuqh,0.0,0.0,Neutral
8154,jaywalk90075373 good lord unfortunately makes sense why theyre making billions vaccines when theyve ne… httpstcohkfphwmk0b,0.09999999999999998,0.09999999999999998,Positive
8155,amid threats confidence covidvaccine dean ashishkjha testified today before energycommerce house commit… httpstcoi671bap3xf,0.0,0.0,Neutral
8156,coming town near you australian state law empowers officials forcibly remove underwear administer… httpstco9zxeccc6d8,0.19999999999999998,0.19999999999999998,Positive
8157,early data shows promise for johnson amp johnson’s covid19 vaccine httpstcocp3stojuyz covidvaccine clinicaltrials,0.1,0.1,Positive
8158,being hardest hit the covid19 pandemic remembering the tuskegeeexperiment long road being traveled… httpstcooqtmzyrkf3,-0.05,-0.05,Negative
8159,catch thursday about freightwavestv midday market update talking about the latest development… httpstcogirn7zgdlh,0.5,0.5,Positive
8160,were revisiting biotech company regeneron pharmaceuticals that’s leading the way with covid19 antibody cockta… httpstcou1v0bgdzyo,0.0,0.0,Neutral
8161,and course was the drug companies word who trump outrageously defended last night pertaining to… httpstcof3i0qo3cji,-0.5,-0.5,Negative
8162,finding vaccine for covid19 could the key getting life and business back normal luckily shen of… httpstco0mdxmjarsi,0.12083333333333332,0.12083333333333332,Positive
8163,the world bank has announced 12bn will used help lowincome countries purchase coronavirus vaccines they… httpstconvwu8qnndw,0.0,0.0,Neutral
8164,encouraging news the modernatx covidvaccine httpstcovmlvpggd5b,0.0,0.0,Neutral
8165,just got second round the covidvaccine placebo wearin fave sweatshirt sports httpstcoxnjlqgtlm0,-0.1,-0.1,Negative
8166,our panel podcast ia4phs became available this morning vaccine hesitancy and vaccine mandates please feel httpstco9ni5gdftlh,0.4,0.4,Positive
8167,the cdc fda nih can put place tracking system through survey research monitor changes perceptions… httpstcom5wfod0t7q,0.0,0.0,Neutral
8168,covid19 vaccinations are big decision but the case separated divorced parents who decides covid19… httpstcottqva6axoh,0.0,0.0,Neutral
8169,the most likely vaccine timeline coronavirus httpstcoocgg41oakh via youtube covid19 covidvaccine… httpstcooc3lwpjdpj,0.25,0.25,Positive
8170,joebiden the military standby get the covidvaccine distributed the public yes sir that httpstcoi8a5lly5jk,-0.05,-0.05,Negative
8171,main takeaway from the nzdebate that theres political concensus about covidvaccine only few months fro… httpstcot30rqkp4ro,-0.008333333333333338,-0.008333333333333338,Negative
8172,cats could help researchers unlock covid19 vaccine research suggests httpstcohqsmxsmkhx covidvaccine covid19 covid19,0.0,0.0,Neutral
8173,everyone dies elonmusk says wont get covidvaccine calls billgates knucklehead zero hedge musks… httpstcolml53okj3x,0.0,0.0,Neutral
8174,experimental new covid19vaccine developed jointly with the government claims able change human dna… httpstcozs4vr9thgl,0.1672727272727273,0.1672727272727273,Positive
8175,political leaders should stop talking about timelines for covidvaccine ashishkjha tells energycommerce panel httpstcotwolixv4od,0.0,0.0,Neutral
8176,for deeper look questions covidvaccine approval check out report for journoresource httpstcoks5uxximuh,0.0,0.0,Neutral
8177,covid19 gotosouthafrica euchamberssa mmkubayingubane timeslive euinsa rkionka thank you you need httpstco7vpurxsvfo,0.0,0.0,Neutral
8178,ashishkjha says usfda chief has said doesnt have follow recommendations offered adcom hear… httpstcoqt9n9cjbrr,0.0,0.0,Neutral
8179,reminder what the covidvaccine has already done and what could and its not funny covid19 httpstcogkmyrvfzyw,-0.125,-0.125,Negative
8180,what know about the cdc’s covid19 vaccine plans httpstco5hmwqbjc2a vaccine covidvaccine covid cdcgov httpstco3z7c7anf5d,0.0,0.0,Neutral
8181,unprecedented times call for unprecedented transparency ashishkjha says public will need hear directly from… httpstcon2emxzuxes,0.325,0.325,Positive
8182,ashishkjha opens noting the incredible pace which covidvaccine candidates emerged and then details recent… httpstcoqfdfffb1fr,0.9,0.9,Positive
8183,offit says there would uproar covidvaccine were approved due whitehouse pressure trusted heal… httpstcot37xdl0aqi,-0.125,-0.125,Negative
8184,hope get covidvaccine the earliest and live our normal life soon alwayswearmask… httpstco7pm1cqwnfx,0.1431818181818182,0.1431818181818182,Positive
8185,debates2020 trump impeached for bidens kiev bribe for hunterbidens fake job now loses amp biden claims… httpstco2dh5uvadee,-0.4,-0.4,Negative
8186,offit says trusted health officials including usfda career staff and nihdirector and fauci would protest any httpstco0myftoyboq,0.0,0.0,Neutral
8187,vaccine expert paul offit outlines the reasons why american public may unfortunately skittish about much neede… httpstcohp9zymnf1s,0.22499999999999998,0.22499999999999998,Positive
8188,vaccine nationalism big promises and warped speed httpstcoinb8sldqmo covid covidvaccine drugmakers… httpstcofih4lrri9d,0.0,0.0,Neutral
8189,unmcdeankhan notes that wide acceptance future covidvaccine not given stresses need built trust in… httpstcokvv2y3ylct,-0.05,-0.05,Negative
8190,the best way beat covid19 reach herdimmunity and vaccines could our best shot get involved in… httpstcocnagsnv9sw,1.0,1.0,Positive
8191,weird hear dsmb review for covidvaccine touted much dsmb routine element clinical trials part of… httpstcoxcy8uotavx,-0.15,-0.15,Negative
8192,pwbglobal director peterhotez explains how yeast playing into the development vaccines thoughts… httpstco5sofb2hoyf,0.0,0.0,Neutral
8193,frankpallone calls for building back confidence fda which will critical widespread acceptance futur… httpstcokvif2elyw5,0.0,0.0,Neutral
8194,per recent article india today half million sharks may have killed harvest the oil squalene whi… httpstcoaa9coffa65,-0.12222222222222223,-0.12222222222222223,Negative
8195,repdianadegette calls for immediate steps bolster public confidence covidvaccine independence usfda… httpstcot1qexh0vbb,0.0,0.0,Neutral
8196,one million syrians were killed assad years there vaccine sight yet covidvaccine,-0.2,-0.2,Negative
8197,global pandemic requires world effort end none will safe until everyone safe by… httpstcoo4emgtkehr,0.3333333333333333,0.3333333333333333,Positive
8198,with new vaccines the devil the details secret contracts are one those devils thank you emilyakopp… httpstcownyrdc9pam,-0.13181818181818183,-0.13181818181818183,Negative
8199,webinar today 1pm mandatory covid19 vaccinations parental leave amp more the pandemic amp the law… httpstcoipfqlmqqba,0.5,0.5,Positive
8200,oliviatroye get right dont get fast covidvaccine,0.24285714285714285,0.24285714285714285,Positive
8201,small study finds modernas covid19 vaccine may work equally well older people does younger adults… httpstcoaxy7hkuhzp,-0.020833333333333336,-0.020833333333333336,Negative
8202,glad have participated this panel covidvaccine nationalism organised globalyouthind great thoughts… httpstcorrwsxzmm2o,0.65,0.65,Positive
8203,pcr testing the smoking gun the covid debate one must understand the importance the testing threshol… httpstcontdzkf5ebx,0.0,0.0,Neutral
8204,tobiasellwood why need vaccinationcertificate nationalvaccinationprogramme voluntary… httpstcopgju4y8kxm,0.0,0.0,Neutral
8205,most americans wont take covidvaccine long realdonaldtrump charge but canada were offer httpstconcczfvkj5r,0.225,0.225,Positive
8206,elonmusk wont take covidvaccine has little faith humanity weve faith him knowing hell always amp onl… httpstco2rxgkgiqfp,-0.1875,-0.1875,Negative
8207,then got lost here scientists are demanding that asia stops killing sharks that are used for medicinal purpose… httpstco1wnriqtso1,0.0,0.0,Neutral
8208,good news the race find the covid vaccine scientists plead for transparency gain the publics trust… httpstcoaz7flk2pvf,0.7,0.7,Positive
8209,antivaxxers are feeding off concerns that trump rushing coronavirus vaccine httpstcoaeowh4onis via… httpstcoiwqmxfa5cv,0.0,0.0,Neutral
8210,powerful amp moving session drtedros chancellor merkel justintrudeau sweden lovgen pharma leaders for… httpstcoqvdphqdc8v,0.3,0.3,Positive
8211,when the pandemic hit they came with highquality facemasks interview with boomernaturals ceo mike quaid… httpstcor8c8kluh8q,0.0,0.0,Neutral
8212,future vaccination rna potent cd8 responses although expected unsurprising very significant its the ho… httpstcotripkssyrc,0.22187500000000002,0.22187500000000002,Positive
8213,—like most the worlds population but unlike most americans and canadians— had received the bcg vaccine as… httpstcowjcq9wlhm8,0.5,0.5,Positive
8214,1back american doctors treated for that never had none them bothered check vaccination… httpstcobhf1qkh5dl,0.0,0.0,Neutral
8215,ask you think therefore that when covid vaccine available you will able marander around the hospital… httpstcofbqive3ggk,0.45,0.45,Positive
8216,miffythegamer it’s easier via the nose eyes for lobotomy could this the microchip bill gates is… httpstcoqfy7wh4d2s,0.0,0.0,Neutral
8217,ethealthworld russia supply egypt with covid19 vaccine expansion push covidvaccine russia egypt… httpstcocdhvkgxon0,0.0,0.0,Neutral
8218,you have spare minutes sign the nhs covid19 vaccine research registry did bepartofresearch httpstcoxrtjbo8xvm,0.0,0.0,Neutral
8219,logistics big problem every year for fluvaccine made worse covid precautions wait until covidvaccine ar… httpstcoivxti2itqz,-0.2,-0.2,Negative
8220,potential vaccines enter phase iii clinical trials companies seek advance buying commitment from govt amp interna… httpstcopgsw0vluno,0.0,0.0,Neutral
8221,moderna covid vaccine appears safe shows signs working older adults study httpstcoj4a02xojnb… httpstcoantay255zd,0.3333333333333333,0.3333333333333333,Positive
8222,covidvaccine all those that claim genetic drift sarscov2 wont matter much mrna pseudovirus neutraliz… httpstcoeelw2l2wq5,0.2,0.2,Positive
8223,the mrna covidvaccine has gotten most govt funding yet was too laborious run the neutralization assay in… httpstcowhrletby2n,0.5,0.5,Positive
8224,early results from the covid19 vaccines tested people have been positive developments and trials progress httpstcojpg8pnojt5,0.16363636363636364,0.16363636363636364,Positive
8225,mrna yet again jnj etc great job for running racially diverse study not covidvaccine httpstcojchdmc4zlo,0.8,0.8,Positive
8226,proud associated with salesforce they always think ahead time innovation beyond business the best par… httpstcoqicjvvxyop,0.9,0.9,Positive
8227,two positive cases reported covid19 cases rise update coronavirus positivecases recovered pandemic… httpstcoawofrz6ls8,0.22727272727272727,0.22727272727272727,Positive
8228,one random people was saying when uselection2020 will come then the covidvaccine will produced slapped him… httpstcorqlvd8ptq3,-0.5,-0.5,Negative
8229,sputnik vaccine mystery nepal nepal import russia’s covid19 vaccine immunise the populatio… httpstco1oqd5srvqt,0.0,0.0,Neutral
8230,ethealthworld httpstcomcupngp2q2 adapts its software for pandemic vaccine distribution covidvaccine… httpstcok7lidlydfh,0.0,0.0,Neutral
8231,doctors wary rushed covid vaccine via webmd covid19 coronavirus covidvaccine pandemic medicine health httpstco1ff48s8kub,-0.5,-0.5,Negative
8232,three covid19 positive cases reported bringing the total number coronavirus cases the country confi… httpstcoblpwanbcc5,0.11363636363636363,0.11363636363636363,Positive
8233,the covid19 vaccine web portal will provide all the information about vaccine development ongoing clinical trial… httpstcohyvclqean1,0.0,0.0,Neutral
8234,mrna this crux moderna covidvaccine despite what they themselves call clinically sig systemic reacto… httpstco5tibc72oiy,0.0,0.0,Neutral
8235,nonprofit organization estimates about deepsea sharks may need die supply the world with httpstcooeosojwckk,0.0,0.0,Neutral
8236,watch the complete episode httpstcoxnvs8qqe0l presidentialdebate2020 debate2020 trump bidenharris2020… httpstcokiexpzo5yn,0.1,0.1,Positive
8237,total number covid19 positive patients the country stands coronavirus positivecases recovered… httpstco8qs24r4fn6,0.11363636363636363,0.11363636363636363,Positive
8238,when was asked whether his family would get covid19 vaccine said not risk for covid… httpstcoe8ecrstmq3,0.0,0.0,Neutral
8239,the only way eliminate the virus somewhere eliminate everywhere wealthier nations have help the… httpstco80sgpmo9iz,0.0,0.0,Neutral
8240,worldbank president david malpass said tuesday seeking board approval for billion covid19 vaccine… httpstco59mbawjgpg,0.0,0.0,Neutral
8241,ethealthworld curevac plans global latestage covid19 vaccine trial fourth quarter covidvaccine curevac… httpstcohugdjmiqgg,0.0,0.0,Neutral
8242,dont agree with calculation 80k for covid vaccine distribution india health ministry read more … httpstcoowf1urqium,0.5,0.5,Positive
8243,moderna covid vaccine early report shows its working senior citizens covidvaccine moderna,0.1,0.1,Positive
8244,this election about medicare4all racialjustice publiceducation climateaction covidvaccine and only… httpstcoziqmchwdih,0.0,0.0,Neutral
8245,good piece update who fingers crossed covid19 covidvaccine srilanka maldives whomaldives… httpstcoaunalcwzpj,0.7,0.7,Positive
8246,provide potential covidvaccine licensed from astrazeneca amp novavax seruminstindia said that would get… httpstcodiblgxfktk,0.0,0.0,Neutral
8247,breakingnews unbelievable covidvaccine enriched vadapaav being dispensed footpath sitladevi temple ro… httpstcof6jv3grxaj,-0.25,-0.25,Negative
8248,unfortunately realdonaldtrump and joebiden didn’t seem have any real answers about the covidvaccine tonig… httpstco8e6msjavfq,-0.15,-0.15,Negative
8249,good news for the vaccineimpatient for covidvaccine covid19india judging the speed with which phase httpstcojd6rio4zxj,0.7,0.7,Positive
8250,good for him and his family covidvaccine httpstcoy3urteizg1,0.7,0.7,Positive
8251,bharat biotech will involve people for phaseiii trials covid vaccine httpstcoct7hxg5lqs… httpstcokyg3nzxjvx,0.0,0.0,Neutral
8252,china has already started covid vaccination while russias efforts fastback vaccine was met with scepticism… httpstcosivm0feizy,0.0,0.0,Neutral
8253,mustafatameez look presidential not enough need jobs lawandorder schoolchoice covidvaccine the… httpstcoivjb9x5gaa,0.0,0.0,Neutral
8254,not taking any covidvaccine from trump httpstcovsrghbvjwe,0.0,0.0,Neutral
8255,how real crore cost covidvaccine estimate adarpoonawalla see sanity check calculation by… httpstco3so3blpj13,0.2,0.2,Positive
8256,uae health minister takes first dose countys covid19 vaccine httpstco7fa8rhdzib via ideaspies… httpstcofyrpgdyqgj,0.25,0.25,Positive
8257,elonmusk said its the weak die from covid because everyone dies like the russian from rocky but all the new… httpstcobmqes7vsih,-0.1875,-0.1875,Negative
8258,elonmusk calls billgates ‘knucklehead’ claims won’t take covidvaccine httpstcokflleygctc,0.0,0.0,Neutral
8259,covidvaccine candidate shows promise older adults httpstcoggjibafeum httpstcoq5hzwsc2gt,0.16666666666666666,0.16666666666666666,Positive
8260,after successfully controlling covid19 looks like china may the first with covidvaccine httpstcotrx9v6ft1m,0.5,0.5,Positive
8261,trump claims covidvaccine will ready quickly biden counters that government experts say will likely not be… httpstcohrefoizqpi,0.17777777777777778,0.17777777777777778,Positive
8262,pfizer jnjnews etc going confirm what realdonaldtrump said about getting vaccine faster… httpstcobhjvy4ljov,0.0,0.0,Neutral
8263,trump says will use the military get the covidvaccine outmuch the same way used armed forces ge… httpstco4rv9sztgrr,-0.05,-0.05,Negative
8264,hope this discussion about covidvaccine enough disuade lot people,0.0,0.0,Neutral
8265,one has discussed the covidvaccine distribution who will get the vaccine the poor working class that force… httpstcotte5w2bchi,-0.4,-0.4,Negative
8266,covidvaccine from foreigncountries poison httpstcoe5splxa85w,0.0,0.0,Neutral
8267,the only person making the covidvaccine political realdonaldtrump because banking the vaccine saving… httpstcolftaozortm,0.0,0.0,Neutral
8268,the rapistinchief trump doesnt really know what taking about when talking about covidvaccine presidentialdebate2020,0.2,0.2,Positive
8269,predict operation warp speed will disaster covidvaccine,0.0,0.0,Neutral
8270,tell like uncle joe don’t trust you covidvaccine presidentialdebate presidentialdebate2020,0.0,0.0,Neutral
8271,trump “i’ve spoken the companies they could make much sooner” reference covidvaccine presidentialdebate2020,0.2,0.2,Positive
8272,soooo now the army will administering the covidvaccine ohhh presidentialdebate2020 httpstcoxkygbejh4c,0.0,0.0,Neutral
8273,rushing the vaccine actually eroding public trust but trump seems hope will rally people around him… httpstconhwqb9klix,0.0,0.0,Neutral
8274,doubt that the vaccine won’t come out few weeks although believe vaccine will available mid next httpstcohvqsdv27u5,0.05,0.05,Positive
8275,trumpfailure says big pharma terrible but then turns around and says they’re going save with covidvaccine,-0.5,-0.5,Negative
8276,“it’s very political thing” realdonaldtrump during presidentialdebate2020 talking about the… httpstco324tmrjzht,0.0,0.0,Neutral
8277,according don the covidvaccine very political thing but whose supporters are the one arguing that mask… httpstcoihazsymmys,0.0,0.0,Neutral
8278,covid vaccine isnt political the covidvaccine scientific,0.0,0.0,Neutral
8279,its very political things realdonaldtrump the covidvaccine debates2020,0.0,0.0,Neutral
8280,according don are but mere weeks away from vaccine hooray covidvaccine,-0.5,-0.5,Negative
8281,beyond the covidvaccine httpstco7adq9xirse,0.0,0.0,Neutral
8282,vaccine has long been touted our way out this global coronavirus pandemic what have previous vaccination httpstcoso97ceb2fo,-0.07222222222222223,-0.07222222222222223,Negative
8283,ask anthonyhopkins said the same thing actors are stupid shut amp act but you vote for biden wont… httpstcoaesy7qixkf,-0.39999999999999997,-0.39999999999999997,Negative
8284,the after hours action mrna based robinhood traders buying stale news like modernatx future httpstcofdrrs5vgy1,-0.13333333333333333,-0.13333333333333333,Negative
8285,ajdelgado13 and that covidvaccine cure,0.0,0.0,Neutral
8286,vaccine ingredients covid19 covidvaccine httpstcouhjhy49jta httpstcoq2nup1glaw,0.0,0.0,Neutral
8287,your best shot that the vaccine contains mrc5 aborted fetal cells you have right decline also ask… httpstcoyhyrhhg9gi,0.6428571428571428,0.6428571428571428,Positive
8288,threadtheellenshow joebiden please add this your 1stday list our next president actforals draft bil… httpstcodyyhafyacd,0.0,0.0,Neutral
8289,great news the covidvaccine front httpstcow59fi7flse,0.8,0.8,Positive
8290,jonkirbysthlm but it’s just conspiracy they said are you awake yet giorgiaguildstones globaldepopulation… httpstconszrzfw1dz,0.0,0.0,Neutral
8291,coronavirus updates world bank seeks board approval for billion covidvaccine financing plan httpstconvam4sut23,0.0,0.0,Neutral
8292,elonmusk says won’t take coronavirus vaccine calls billgates ‘knucklehead’ covid covid19 coronavirus… httpstcomxhqgyahka,0.0,0.0,Neutral
8293,best news out regn data for covidvaccine space mabs showed effect diseaseviral levels that wo… httpstco6dikknhvbk,1.0,1.0,Positive
8294,once covid19 vaccine approved federal and state governments still have distribute and whole new rou… httpstcoxubk3pmtim,0.16818181818181818,0.16818181818181818,Positive
8295,httpstcowretwfauoy well written article covidvaccine,0.0,0.0,Neutral
8296,cvac starts unmodified mrna covidvaccine phase southmiddle america based but doesnt disclose httpstco2xtzkpzftz,0.0,0.0,Neutral
8297,regn nice antisarscov2 monoclonal antibody study useful for patients seroneg baseline high viral load… httpstcovvjqura9zl,0.3533333333333333,0.3533333333333333,Positive
8298,everybody eagerly waiting for vaccine but does anyone know that what will the successrate after the vaccin… httpstcoh0zddgvu7s,0.0,0.0,Neutral
8299,not accounting for sex differences covid research could deadly httpstco4whwkl3pn8 “women are not just sm… httpstcohlkipmzvif,-0.2,-0.2,Negative
8300,covidvaccine health ministry serum institutes adar poonawalla health sec rajesh bhushan today said dont… httpstcolofuypqt6r,-0.1,-0.1,Negative
8301,debates2020 covid19 clearly waning dry wood gone virus weakening only the young are left new ca… httpstcotxi55qvbgl,0.044949494949494954,0.044949494949494954,Positive
8302,from doctors mouth talking the covidvaccine please listen amp share httpstcooxpqrjia7w,0.0,0.0,Neutral
8303,breaking covidvaccine capital puts jnj adeno26 par oxfordazn chimp adeno data live covid19 webcast… httpstcouqg7z69zlm,0.13636363636363635,0.13636363636363635,Positive
8304,towiu2 predatordiaries floriankrammer while can see the rationale for testing such combo dont see happ… httpstco0b84sxqiwg,0.0,0.0,Neutral
8305,parent went through hell when there was question mark over mmr children were the vital age for sho… httpstcomgjgvdfto2,0.1,0.1,Positive
8306,serum institute make million doses covid vaccine seruminstindia covidvaccine covid19 httpstcotwzm7ga0uy,0.0,0.0,Neutral
8307,ten returnees tested positive for the coronavirus stated the department government information covid19… httpstco1klh0dou7b,0.11363636363636363,0.11363636363636363,Positive
8308,union health ministry responds adar poonawalla’s question says disagrees with mathematics mohfwindia… httpstcoy2ae7q4aex,0.0,0.0,Neutral
8309,lets hope this the one covidvaccine the world’s largest vaccine maker produce additional millio… httpstcoin9ymontpn,0.0,0.0,Neutral
8310,pic taken piccadilly gardens manchester covidvaccine covid19 httpstcom9uwkcbu0b,0.0,0.0,Neutral
8311,national serum make more covid vaccine india indianews covid19 covid19india covidvaccine… httpstcowl5t2jb35j,0.5,0.5,Positive
8312,got digital passport digital passport seriously worrying you don’t have the test and you don’t httpstcoynhojxh6dx,-0.1111111111111111,-0.1111111111111111,Negative
8313,replies off covidvaccine billgates httpstcoi9mw1axooq,0.0,0.0,Neutral
8314,yes people its that simple until have covidvaccine drfauci reminds everyone what should all doing… httpstcofz9u9yfvcb,0.0,0.0,Neutral
8315,dont trust china their covidvaccine httpstco3qo8kzqgcg,0.0,0.0,Neutral
8316,bill amp melinda gates foundation covid19 covidvaccine seruminstitute,0.0,0.0,Neutral
8317,people say they would refuse covidvaccine httpstco3jfoyojukp conversationuk drdanieljolley… httpstco4gvkcb2piq,0.0,0.0,Neutral
8318,alexander gintsburg head russias gamaleya institute that produced sputnikv vaccine said the pace its de… httpstcoaazvrelmud,0.0,0.0,Neutral
8319,further collaboration among the seruminstitute india sii the worlds largest vaccine manufacturer volum… httpstcoj98sesh4kc,0.0,0.0,Neutral
8320,capitalisnt bethanymac12 and zingales tackle the complex questions around developing and distributing httpstcovxqlrtptl5,-0.3,-0.3,Negative
